Godina,Grad,Sport,Disciplina,Takmicar,Zemlja,Pol,Dogadjaj,Medalja
"1992,Albertville,Skating,Short Track Speed Skating,""LACKIE, Mark"",CAN,Muskarac,5000M Relay,Srebro"
"1992,Albertville,Skating,Short Track Speed Skating,""HWANG, Ok Sil"",PRK,Zena,500M,Bronza"
"1992,Albertville,Skating,Short Track Speed Skating,""TURNER, Cathy"",USA,Zena,500M,Zlato"
"1992,Albertville,Skating,Short Track Speed Skating,""LI, Yan"",CHN,Zena,500M,Srebro"
"1992,Albertville,Skating,Speed skating,""KARLSTAD, Geir"",NOR,Muskarac,10000M,Bronza"
"1992,Albertville,Skating,Speed skating,""VELDKAMP, Bart"",NED,Muskarac,10000M,Zlato"
"1992,Albertville,Skating,Speed skating,""KOSS, Johann Olav"",NOR,Muskarac,10000M,Srebro"
"1992,Albertville,Skating,Speed skating,""MIYABE, Yukinori"",JPN,Muskarac,1000M,Bronza"
"1992,Albertville,Skating,Speed skating,""ZINKE, Olaf"",GER,Muskarac,1000M,Zlato"
"1992,Albertville,Skating,Speed skating,""KIM, Yoon-Man"",KOR,Muskarac,1000M,Srebro"
"1992,Albertville,Skating,Speed skating,""GARBRECHT-ENFELDT, Monique"",GER,Zena,1000M,Bronza"
"1992,Albertville,Skating,Speed skating,""BLAIR, Bonnie"",USA,Zena,1000M,Zlato"
"1992,Albertville,Skating,Speed skating,""YE, Qiaobo"",CHN,Zena,1000M,Srebro"
"1992,Albertville,Skating,Speed skating,""VISSER, Leo"",NED,Muskarac,1500M,Bronza"
"1992,Albertville,Skating,Speed skating,""KOSS, Johann Olav"",NOR,Muskarac,1500M,Zlato"
"1992,Albertville,Skating,Speed skating,""SONDRAL, Adne"",NOR,Muskarac,1500M,Srebro"
"1992,Albertville,Skating,Speed skating,""HASHIMOTO, Seiko"",JPN,Zena,1500M,Bronza"
"1992,Albertville,Skating,Speed skating,""BÖRNER, Jacqueline"",GER,Zena,1500M,Zlato"
"1992,Albertville,Skating,Speed skating,""NIEMANN-STIRNEMANN, Gunda"",GER,Zena,1500M,Srebro"
"1992,Albertville,Skating,Speed skating,""HUNYADY, Emese"",AUT,Zena,3000M,Bronza"
"1992,Albertville,Skating,Speed skating,""NIEMANN-STIRNEMANN, Gunda"",GER,Zena,3000M,Zlato"
"1992,Albertville,Skating,Speed skating,""WARNICKE, Heike"",GER,Zena,3000M,Srebro"
"1992,Albertville,Skating,Speed skating,""VISSER, Leo"",NED,Muskarac,5000M,Bronza"
"1992,Albertville,Skating,Speed skating,""KARLSTAD, Geir"",NOR,Muskarac,5000M,Zlato"
"1992,Albertville,Skating,Speed skating,""ZANDSTRA, Falko"",NED,Muskarac,5000M,Srebro"
"1992,Albertville,Skating,Speed skating,""PECHSTEIN, Claudia"",GER,Zena,5000M,Bronza"
"1992,Albertville,Skating,Speed skating,""NIEMANN-STIRNEMANN, Gunda"",GER,Zena,5000M,Zlato"
"1992,Albertville,Skating,Speed skating,""WARNICKE, Heike"",GER,Zena,5000M,Srebro"
"1992,Albertville,Skating,Speed skating,""INOUE, Junichi"",JPN,Muskarac,500M,Bronza"
"1992,Albertville,Skating,Speed skating,""MEY, Uwe-Jens"",GER,Muskarac,500M,Zlato"
"1992,Albertville,Skating,Speed skating,""KUROIWA, Toshiyuki"",JPN,Muskarac,500M,Srebro"
"1992,Albertville,Skating,Speed skating,""LUDING, Christa"",GER,Zena,500M,Bronza"
"1992,Albertville,Skating,Speed skating,""BLAIR, Bonnie"",USA,Zena,500M,Zlato"
"1992,Albertville,Skating,Speed skating,""YE, Qiaobo"",CHN,Zena,500M,Srebro"
"1992,Albertville,Skiing,Alpine Skiing,""LOCHER, Steve"",SUI,Muskarac,Alpine Combined,Bronza"
"1992,Albertville,Skiing,Alpine Skiing,""POLIG, Josef"",ITA,Muskarac,Alpine Combined,Zlato"
"1992,Albertville,Skiing,Alpine Skiing,""MARTIN, Gianfranco"",ITA,Muskarac,Alpine Combined,Srebro"
"1992,Albertville,Skiing,Alpine Skiing,""MASNADA, Florence"",FRA,Zena,Alpine Combined,Bronza"
"1992,Albertville,Skiing,Alpine Skiing,""KRONBERGER, Petra"",AUT,Zena,Alpine Combined,Zlato"
"1992,Albertville,Skiing,Alpine Skiing,""WACHTER, Anita"",AUT,Zena,Alpine Combined,Srebro"
"1992,Albertville,Skiing,Alpine Skiing,""MADER, Günther"",AUT,Muskarac,Downhill,Bronza"
"1992,Albertville,Skiing,Alpine Skiing,""ORTLIEB, Patrick"",AUT,Muskarac,Downhill,Zlato"
"1992,Albertville,Skiing,Alpine Skiing,""PICCARD, Franck"",FRA,Muskarac,Downhill,Srebro"
"1992,Albertville,Skiing,Alpine Skiing,""STALLMAIER, Veronika"",AUT,Zena,Downhill,Bronza"
"1992,Albertville,Skiing,Alpine Skiing,""LEE-GARTNER, Kerrin"",CAN,Zena,Downhill,Zlato"
"1992,Albertville,Skiing,Alpine Skiing,""LINDH, Hilary"",USA,Zena,Downhill,Srebro"
"1992,Albertville,Skiing,Alpine Skiing,""AAMODT, Kjetil Andre"",NOR,Muskarac,Giant Slalom,Bronza"
"1992,Albertville,Skiing,Alpine Skiing,""TOMBA, Alberto"",ITA,Muskarac,Giant Slalom,Zlato"
"1992,Albertville,Skiing,Alpine Skiing,""GIRARDELLI, Marc"",LUX,Muskarac,Giant Slalom,Srebro"
"1992,Albertville,Skiing,Alpine Skiing,""WIBERG, Pernilla"",SWE,Zena,Giant Slalom,Zlato"
"1992,Albertville,Skiing,Alpine Skiing,""WACHTER, Anita"",AUT,Zena,Giant Slalom,Srebro"
"1992,Albertville,Skiing,Alpine Skiing,""ROFFE, Diann"",USA,Zena,Giant Slalom,Srebro"
"1992,Albertville,Skiing,Alpine Skiing,""TRITSCHER, Michael"",AUT,Muskarac,Slalom,Bronza"
"1992,Albertville,Skiing,Alpine Skiing,""JAGGE, Finn Christian"",NOR,Muskarac,Slalom,Zlato"
"1992,Albertville,Skiing,Alpine Skiing,""TOMBA, Alberto"",ITA,Muskarac,Slalom,Srebro"
"1992,Albertville,Skiing,Alpine Skiing,""FERNANDEZ OCHOA, Blanca"",ESP,Zena,Slalom,Bronza"
"1992,Albertville,Skiing,Alpine Skiing,""KRONBERGER, Petra"",AUT,Zena,Slalom,Zlato"
"1992,Albertville,Skiing,Alpine Skiing,""COBERGER, Annelise"",NZL,Zena,Slalom,Srebro"
"1992,Albertville,Skiing,Alpine Skiing,""THORSEN, Jan Einar"",NOR,Muskarac,Super-G,Bronza"
"1992,Albertville,Skiing,Alpine Skiing,""AAMODT, Kjetil Andre"",NOR,Muskarac,Super-G,Zlato"
"1992,Albertville,Skiing,Alpine Skiing,""GIRARDELLI, Marc"",LUX,Muskarac,Super-G,Srebro"
"1992,Albertville,Skiing,Alpine Skiing,""SEIZINGER, Katja"",GER,Zena,Super-G,Bronza"
"1992,Albertville,Skiing,Alpine Skiing,""COMPAGNONI, Deborah"",ITA,Zena,Super-G,Zlato"
"1992,Albertville,Skiing,Alpine Skiing,""MERLE, Carole"",FRA,Zena,Super-G,Srebro"
"1992,Albertville,Skiing,Cross Country Skiing,""MAJBÄCK, Christer"",SWE,Muskarac,10KM Pursuit,Bronza"
"1992,Albertville,Skiing,Cross Country Skiing,""ULVANG, Vegard"",NOR,Muskarac,10KM Pursuit,Zlato"
"1992,Albertville,Skiing,Cross Country Skiing,""ALBARELLO, Marco"",ITA,Muskarac,10KM Pursuit,Srebro"
"1992,Albertville,Skiing,Cross Country Skiing,""VAELBE, Elena"",EUN,Zena,15KM Mass Start,Bronza"
"1992,Albertville,Skiing,Cross Country Skiing,""EGOROVA, Ljubov"",EUN,Zena,15KM Mass Start,Zlato"
"1992,Albertville,Skiing,Cross Country Skiing,""ROLIG, Marjut"",FIN,Zena,15KM Mass Start,Srebro"
"1992,Albertville,Skiing,Cross Country Skiing,""VAELBE, Elena"",EUN,Zena,30KM,Bronza"
"1992,Albertville,Skiing,Cross Country Skiing,""BELMONDO, Stefania"",ITA,Zena,30KM,Zlato"
"1992,Albertville,Skiing,Cross Country Skiing,""EGOROVA, Ljubov"",EUN,Zena,30KM,Srebro"
"1992,Albertville,Skiing,Cross Country Skiing,""LANGLI, Terje"",NOR,Muskarac,30KM Mass Start,Bronza"
"1992,Albertville,Skiing,Cross Country Skiing,""ULVANG, Vegard"",NOR,Muskarac,30KM Mass Start,Zlato"
"1992,Albertville,Skiing,Cross Country Skiing,""DAEHLIE, Björn"",NOR,Muskarac,30KM Mass Start,Srebro"
"1992,Albertville,Skiing,Cross Country Skiing,""ISOMETSA, Jari"",FIN,Muskarac,4X10KM Relay,Bronza"
"1992,Albertville,Skiing,Cross Country Skiing,""KIRVESNIEMI, Harri"",FIN,Muskarac,4X10KM Relay,Bronza"
"1992,Albertville,Skiing,Cross Country Skiing,""KUUSISTO, Mika"",FIN,Muskarac,4X10KM Relay,Bronza"
"1992,Albertville,Skiing,Cross Country Skiing,""RÄSÄNEN, Jari"",FIN,Muskarac,4X10KM Relay,Bronza"
"1992,Albertville,Skiing,Cross Country Skiing,""DAEHLIE, Björn"",NOR,Muskarac,4X10KM Relay,Zlato"
"1992,Albertville,Skiing,Cross Country Skiing,""LANGLI, Terje"",NOR,Muskarac,4X10KM Relay,Zlato"
"1992,Albertville,Skiing,Cross Country Skiing,""SKJELDAL, Kristen"",NOR,Muskarac,4X10KM Relay,Zlato"
"1992,Albertville,Skiing,Cross Country Skiing,""ULVANG, Vegard"",NOR,Muskarac,4X10KM Relay,Zlato"
"1992,Albertville,Skiing,Cross Country Skiing,""ALBARELLO, Marco"",ITA,Muskarac,4X10KM Relay,Srebro"
"1992,Albertville,Skiing,Cross Country Skiing,""FAUNER, Silvio"",ITA,Muskarac,4X10KM Relay,Srebro"
"1992,Albertville,Skiing,Cross Country Skiing,""PULIE, Giuseppe"",ITA,Muskarac,4X10KM Relay,Srebro"
"1992,Albertville,Skiing,Cross Country Skiing,""VANZETTA, Giorgio"",ITA,Muskarac,4X10KM Relay,Srebro"
"1992,Albertville,Skiing,Cross Country Skiing,""BELMONDO, Stefania"",ITA,Zena,4X5KM Relay,Bronza"
"1992,Albertville,Skiing,Cross Country Skiing,""DI CENTA, Manuela"",ITA,Zena,4X5KM Relay,Bronza"
"1992,Albertville,Skiing,Cross Country Skiing,""PARUZZI, Gabriella"",ITA,Zena,4X5KM Relay,Bronza"
"1992,Albertville,Skiing,Cross Country Skiing,""VANZETTA, Bice"",ITA,Zena,4X5KM Relay,Bronza"
"1992,Albertville,Skiing,Cross Country Skiing,""EGOROVA, Ljubov"",EUN,Zena,4X5KM Relay,Zlato"
"1992,Albertville,Skiing,Cross Country Skiing,""LAZUTINA, Larissa"",EUN,Zena,4X5KM Relay,Zlato"
"1992,Albertville,Skiing,Cross Country Skiing,""SMETANINA, Raisa"",EUN,Zena,4X5KM Relay,Zlato"
"1992,Albertville,Skiing,Cross Country Skiing,""VAELBE, Elena"",EUN,Zena,4X5KM Relay,Zlato"
"1992,Albertville,Skiing,Cross Country Skiing,""DYBENDAHL HARTZ, Trude"",NOR,Zena,4X5KM Relay,Srebro"
"1992,Albertville,Skiing,Cross Country Skiing,""NILSEN, Elin"",NOR,Zena,4X5KM Relay,Srebro"
"1992,Albertville,Skiing,Cross Country Skiing,""NYBRAATEN, Inger Helene"",NOR,Zena,4X5KM Relay,Srebro"
"1992,Albertville,Skiing,Cross Country Skiing,""PEDERSEN, Solveig"",NOR,Zena,4X5KM Relay,Srebro"
"1992,Albertville,Skiing,Cross Country Skiing,""VANZETTA, Giorgio"",ITA,Muskarac,50KM,Bronza"
"1992,Albertville,Skiing,Cross Country Skiing,""DAEHLIE, Björn"",NOR,Muskarac,50KM,Zlato"
"1992,Albertville,Skiing,Cross Country Skiing,""DE ZOLT, Maurilio"",ITA,Muskarac,50KM,Srebro"
"1992,Albertville,Skiing,Cross Country Skiing,""VAELBE, Elena"",EUN,Zena,5KM,Bronza"
"1992,Albertville,Skiing,Cross Country Skiing,""ROLIG, Marjut"",FIN,Zena,5KM,Zlato"
"1992,Albertville,Skiing,Cross Country Skiing,""EGOROVA, Ljubov"",EUN,Zena,5KM,Srebro"
"1992,Albertville,Skiing,Cross Country Skiing,""VANZETTA, Giorgio"",ITA,Muskarac,Combined 10KM + 15KM Pursuit,Bronza"
"1992,Albertville,Skiing,Cross Country Skiing,""DAEHLIE, Björn"",NOR,Muskarac,Combined 10KM + 15KM Pursuit,Zlato"
"1992,Albertville,Skiing,Cross Country Skiing,""ULVANG, Vegard"",NOR,Muskarac,Combined 10KM + 15KM Pursuit,Srebro"
"1992,Albertville,Skiing,Cross Country Skiing,""VAELBE, Elena"",EUN,Zena,Combined 5KM + 10KM Pursuit,Bronza"
"1992,Albertville,Skiing,Cross Country Skiing,""EGOROVA, Ljubov"",EUN,Zena,Combined 5KM + 10KM Pursuit,Zlato"
"1992,Albertville,Skiing,Cross Country Skiing,""BELMONDO, Stefania"",ITA,Zena,Combined 5KM + 10KM Pursuit,Srebro"
"1992,Albertville,Skiing,Freestyle Skiing,""CARMICHAEL, Nelson"",USA,Muskarac,Moguls,Bronza"
"1992,Albertville,Skiing,Freestyle Skiing,""GROSPIRON, Edgar"",FRA,Muskarac,Moguls,Zlato"
"1992,Albertville,Skiing,Freestyle Skiing,""ALLAMAND, Olivier"",FRA,Muskarac,Moguls,Srebro"
"1992,Albertville,Skiing,Freestyle Skiing,""HATTESTAD, Stine Lise"",NOR,Zena,Moguls,Bronza"
"1992,Albertville,Skiing,Freestyle Skiing,""WEINBRECHT, Donna"",USA,Zena,Moguls,Zlato"
"1992,Albertville,Skiing,Freestyle Skiing,""KOZHEVNIKOVA, Yelizaveta"",EUN,Zena,Moguls,Srebro"
"1992,Albertville,Skiing,Nordic Combined,""SULZENBACHER, Klaus"",AUT,Muskarac,Individual,Bronza"
"1992,Albertville,Skiing,Nordic Combined,""GUY, Fabrice"",FRA,Muskarac,Individual,Zlato"
"1992,Albertville,Skiing,Nordic Combined,""GUILLAUME, Sylvain"",FRA,Muskarac,Individual,Srebro"
"1992,Albertville,Skiing,Nordic Combined,""KREINER, Stefan"",AUT,Muskarac,Team,Bronza"
"1992,Albertville,Skiing,Nordic Combined,""OFNER, Klaus"",AUT,Muskarac,Team,Bronza"
"1992,Albertville,Skiing,Nordic Combined,""SULZENBACHER, Klaus"",AUT,Muskarac,Team,Bronza"
"1992,Albertville,Skiing,Nordic Combined,""KONO, Takanori"",JPN,Muskarac,Team,Zlato"
"1992,Albertville,Skiing,Nordic Combined,""MIKATA, Reiichi"",JPN,Muskarac,Team,Zlato"
"1992,Albertville,Skiing,Nordic Combined,""OGIWARA, Kenji"",JPN,Muskarac,Team,Zlato"
"1992,Albertville,Skiing,Nordic Combined,""APELAND, Knut"",NOR,Muskarac,Team,Srebro"
"1992,Albertville,Skiing,Nordic Combined,""ELDEN, Trond Einar"",NOR,Muskarac,Team,Srebro"
"1992,Albertville,Skiing,Nordic Combined,""LUNDBERG, Fred Boerre"",NOR,Muskarac,Team,Srebro"
"1992,Albertville,Skiing,Ski Jumping,""KUTTIN, Heinz"",AUT,Muskarac,K120 Individual (90M),Bronza"
"1992,Albertville,Skiing,Ski Jumping,""NIEMINEN, Toni"",FIN,Muskarac,K120 Individual (90M),Zlato"
"1992,Albertville,Skiing,Ski Jumping,""HOELLWARTH, Martin"",AUT,Muskarac,K120 Individual (90M),Srebro"
"1992,Albertville,Skiing,Ski Jumping,""GODER, Tomas"",TCH,Muskarac,K120 Team (90M),Bronza"
"1992,Albertville,Skiing,Ski Jumping,""JEZ, Frantisek"",TCH,Muskarac,K120 Team (90M),Bronza"
"1992,Albertville,Skiing,Ski Jumping,""PARMA, Jiri"",TCH,Muskarac,K120 Team (90M),Bronza"
"1992,Albertville,Skiing,Ski Jumping,""SAKALA, Jaroslav"",TCH,Muskarac,K120 Team (90M),Bronza"
"1992,Albertville,Skiing,Ski Jumping,""LAAKKONEN, Risto"",FIN,Muskarac,K120 Team (90M),Zlato"
"1992,Albertville,Skiing,Ski Jumping,""LAITINEN, Mika"",FIN,Muskarac,K120 Team (90M),Zlato"
"1992,Albertville,Skiing,Ski Jumping,""NIEMINEN, Toni"",FIN,Muskarac,K120 Team (90M),Zlato"
"1992,Albertville,Skiing,Ski Jumping,""NIKKOLA, Ari-Pekka"",FIN,Muskarac,K120 Team (90M),Zlato"
"1992,Albertville,Skiing,Ski Jumping,""FELDER, Andreas"",AUT,Muskarac,K120 Team (90M),Srebro"
"1992,Albertville,Skiing,Ski Jumping,""HOELLWARTH, Martin"",AUT,Muskarac,K120 Team (90M),Srebro"
"1992,Albertville,Skiing,Ski Jumping,""KUTTIN, Heinz"",AUT,Muskarac,K120 Team (90M),Srebro"
"1992,Albertville,Skiing,Ski Jumping,""VETTORI, Ernst"",AUT,Muskarac,K120 Team (90M),Srebro"
"1992,Albertville,Skiing,Ski Jumping,""NIEMINEN, Toni"",FIN,Muskarac,K90 Individual (70M),Bronza"
"1992,Albertville,Skiing,Ski Jumping,""VETTORI, Ernst"",AUT,Muskarac,K90 Individual (70M),Zlato"
"1992,Albertville,Skiing,Ski Jumping,""HOELLWARTH, Martin"",AUT,Muskarac,K90 Individual (70M),Srebro"
"1994,Lillehammer,Biathlon,Biathlon,""TARASOV, Sergei"",RUS,Muskarac,10KM,Bronza"
"1994,Lillehammer,Biathlon,Biathlon,""TCHEPIKOV, Sergei"",RUS,Muskarac,10KM,Zlato"
"1994,Lillehammer,Biathlon,Biathlon,""GROSS, Ricco"",GER,Muskarac,10KM,Srebro"
"1994,Lillehammer,Biathlon,Biathlon,""DISL, Uschi"",GER,Zena,15KM,Bronza"
"1994,Lillehammer,Biathlon,Biathlon,""BEDARD, Myriam"",CAN,Zena,15KM,Zlato"
"1994,Lillehammer,Biathlon,Biathlon,""BRIAND BOUTHIAUX, Anne"",FRA,Zena,15KM,Srebro"
"1994,Lillehammer,Biathlon,Biathlon,""FISCHER, Sven"",GER,Muskarac,20KM,Bronza"
"1994,Lillehammer,Biathlon,Biathlon,""TARASOV, Sergei"",RUS,Muskarac,20KM,Zlato"
"1994,Lillehammer,Biathlon,Biathlon,""LUCK, Frank"",GER,Muskarac,20KM,Srebro"
"1994,Lillehammer,Biathlon,Biathlon,""BAILLY-SALINS, Patrice"",FRA,Muskarac,4X7.5KM Relay,Bronza"
"1994,Lillehammer,Biathlon,Biathlon,""DUSSERRE, Thierry"",FRA,Muskarac,4X7.5KM Relay,Bronza"
"1994,Lillehammer,Biathlon,Biathlon,""FLANDIN, Hervé"",FRA,Muskarac,4X7.5KM Relay,Bronza"
"1994,Lillehammer,Biathlon,Biathlon,""LAURENT, Lionel"",FRA,Muskarac,4X7.5KM Relay,Bronza"
"1994,Lillehammer,Biathlon,Biathlon,""FISCHER, Sven"",GER,Muskarac,4X7.5KM Relay,Zlato"
"1994,Lillehammer,Biathlon,Biathlon,""GROSS, Ricco"",GER,Muskarac,4X7.5KM Relay,Zlato"
"1994,Lillehammer,Biathlon,Biathlon,""KIRCHNER, Mark"",GER,Muskarac,4X7.5KM Relay,Zlato"
"1994,Lillehammer,Biathlon,Biathlon,""LUCK, Frank"",GER,Muskarac,4X7.5KM Relay,Zlato"
"1994,Lillehammer,Biathlon,Biathlon,""DRATSCHEV, Vladimir"",RUS,Muskarac,4X7.5KM Relay,Srebro"
"1994,Lillehammer,Biathlon,Biathlon,""KIRIENKO, Valeri"",RUS,Muskarac,4X7.5KM Relay,Srebro"
"1994,Lillehammer,Biathlon,Biathlon,""TARASOV, Sergei"",RUS,Muskarac,4X7.5KM Relay,Srebro"
"1994,Lillehammer,Biathlon,Biathlon,""TCHEPIKOV, Sergei"",RUS,Muskarac,4X7.5KM Relay,Srebro"
"1994,Lillehammer,Biathlon,Biathlon,""BRIAND BOUTHIAUX, Anne"",FRA,Zena,4X7.5KM Relay,Bronza"
"1994,Lillehammer,Biathlon,Biathlon,""BURLET, Delphyne"",FRA,Zena,4X7.5KM Relay,Bronza"
"1994,Lillehammer,Biathlon,Biathlon,""CLAUDEL, Véronique"",FRA,Zena,4X7.5KM Relay,Bronza"
"1994,Lillehammer,Biathlon,Biathlon,""NIOGRET, Corinne"",FRA,Zena,4X7.5KM Relay,Bronza"
"1994,Lillehammer,Biathlon,Biathlon,""NOSKOVA, Louiza"",RUS,Zena,4X7.5KM Relay,Zlato"
"1994,Lillehammer,Biathlon,Biathlon,""REZTSOVA, Anfisa"",RUS,Zena,4X7.5KM Relay,Zlato"
"1994,Lillehammer,Biathlon,Biathlon,""SNYTINA, Natalia"",RUS,Zena,4X7.5KM Relay,Zlato"
"1994,Lillehammer,Biathlon,Biathlon,""TALANOVA, Nadejda"",RUS,Zena,4X7.5KM Relay,Zlato"
"1994,Lillehammer,Biathlon,Biathlon,""DISL, Uschi"",GER,Zena,4X7.5KM Relay,Srebro"
"1994,Lillehammer,Biathlon,Biathlon,""GREINER-PETTER-MEMM, Simone"",GER,Zena,4X7.5KM Relay,Srebro"
"1994,Lillehammer,Biathlon,Biathlon,""HARVEY, Antje"",GER,Zena,4X7.5KM Relay,Srebro"
"1994,Lillehammer,Biathlon,Biathlon,""SCHAAF, Petra"",GER,Zena,4X7.5KM Relay,Srebro"
"1994,Lillehammer,Biathlon,Biathlon,""TSERBE-NESSINA, Valentyna"",UKR,Zena,7.5KM,Bronza"
"1994,Lillehammer,Biathlon,Biathlon,""BEDARD, Myriam"",CAN,Zena,7.5KM,Zlato"
"1994,Lillehammer,Biathlon,Biathlon,""PARAMYGINA, Svetlana"",BLR,Zena,7.5KM,Srebro"
"1994,Lillehammer,Bobsleigh,Bobsleigh,""EMBACH, Carsten"",GER,Muskarac,Four-Man,Bronza"
"1994,Lillehammer,Bobsleigh,Bobsleigh,""HANNEMANN, Rene"",GER,Muskarac,Four-Man,Bronza"
"1994,Lillehammer,Bobsleigh,Bobsleigh,""HIELSCHER, Ulf"",GER,Muskarac,Four-Man,Bronza"
"1994,Lillehammer,Bobsleigh,Bobsleigh,""HOPPE, Wolfgang"",GER,Muskarac,Four-Man,Bronza"
"1994,Lillehammer,Bobsleigh,Bobsleigh,""BRANNASCH, Karsten"",GER,Muskarac,Four-Man,Zlato"
"1994,Lillehammer,Bobsleigh,Bobsleigh,""CZUDAJ, Harald"",GER,Muskarac,Four-Man,Zlato"
"1994,Lillehammer,Bobsleigh,Bobsleigh,""HAMPEL, Olaf"",GER,Muskarac,Four-Man,Zlato"
"1994,Lillehammer,Bobsleigh,Bobsleigh,""SZELIG, Alexander"",GER,Muskarac,Four-Man,Zlato"
"1994,Lillehammer,Bobsleigh,Bobsleigh,""ACKLIN, Donat"",SUI,Muskarac,Four-Man,Srebro"
"1994,Lillehammer,Bobsleigh,Bobsleigh,""MEIER, Kurt"",SUI,Muskarac,Four-Man,Srebro"
"1994,Lillehammer,Bobsleigh,Bobsleigh,""SEMERARO, DoMuskaracico"",SUI,Muskarac,Four-Man,Srebro"
"1994,Lillehammer,Bobsleigh,Bobsleigh,""WEDER, Gustav"",SUI,Muskarac,Four-Man,Srebro"
"1994,Lillehammer,Bobsleigh,Bobsleigh,""HUBER, Guenther"",ITA,Muskarac,Two-Man,Bronza"
"1994,Lillehammer,Bobsleigh,Bobsleigh,""TICCI, Stefano"",ITA,Muskarac,Two-Man,Bronza"
"1994,Lillehammer,Bobsleigh,Bobsleigh,""ACKLIN, Donat"",SUI,Muskarac,Two-Man,Zlato"
"1994,Lillehammer,Bobsleigh,Bobsleigh,""WEDER, Gustav"",SUI,Muskarac,Two-Man,Zlato"
"1994,Lillehammer,Bobsleigh,Bobsleigh,""ACKLIN, Guido"",SUI,Muskarac,Two-Man,Srebro"
"1994,Lillehammer,Bobsleigh,Bobsleigh,""GOETSCHI, Reto"",SUI,Muskarac,Two-Man,Srebro"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""ALATALO, Mika"",FIN,Muskarac,Ice Hockey,Bronza"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""HÄMÄLÄINEN, Vesa Erik"",FIN,Muskarac,Ice Hockey,Bronza"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""HELMINEN, Raimo"",FIN,Muskarac,Ice Hockey,Bronza"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""JUTILA, Timo"",FIN,Muskarac,Ice Hockey,Bronza"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""KAPANEN, Sami"",FIN,Muskarac,Ice Hockey,Bronza"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""KESKINEN, Esa"",FIN,Muskarac,Ice Hockey,Bronza"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""KIPRUSOFF, Marko"",FIN,Muskarac,Ice Hockey,Bronza"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""KOIVU, Saku"",FIN,Muskarac,Ice Hockey,Bronza"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""KUIVALAINEN, Pasi"",FIN,Muskarac,Ice Hockey,Bronza"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""LAUKKANEN, Janne"",FIN,Muskarac,Ice Hockey,Bronza"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""LEHTERAE, Tero"",FIN,Muskarac,Ice Hockey,Bronza"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""LEHTINEN, Jere"",FIN,Muskarac,Ice Hockey,Bronza"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""MÄKELÄ, Mikko"",FIN,Muskarac,Ice Hockey,Bronza"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""MYLLYS, Jarmo"",FIN,Muskarac,Ice Hockey,Bronza"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""NIEMINEN, Mika"",FIN,Muskarac,Ice Hockey,Bronza"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""OJANEN, Janne"",FIN,Muskarac,Ice Hockey,Bronza"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""PALO, Marko"",FIN,Muskarac,Ice Hockey,Bronza"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""PELTONEN, Ville"",FIN,Muskarac,Ice Hockey,Bronza"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""SORMUNEN, Pasi"",FIN,Muskarac,Ice Hockey,Bronza"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""STROEMBERG, Mika"",FIN,Muskarac,Ice Hockey,Bronza"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""TAMMI, Jukka"",FIN,Muskarac,Ice Hockey,Bronza"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""VARIS, Petri"",FIN,Muskarac,Ice Hockey,Bronza"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""VIRTA, Hannu"",FIN,Muskarac,Ice Hockey,Bronza"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""ALGOTSSON, Hakan"",SWE,Muskarac,Ice Hockey,Zlato"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""BERGKVIST, Jonas"",SWE,Muskarac,Ice Hockey,Zlato"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""BERGLUND, Charles"",SWE,Muskarac,Ice Hockey,Zlato"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""DACKELL, Andreas"",SWE,Muskarac,Ice Hockey,Zlato"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""DUE-BOJE, Christian"",SWE,Muskarac,Ice Hockey,Zlato"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""ERIKSSON, Niklas"",SWE,Muskarac,Ice Hockey,Zlato"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""FORSBERG, Peter"",SWE,Muskarac,Ice Hockey,Zlato"
