Godina,Grad,Sport,Disciplina,Takmicar,Zemlja,Pol,Dogadjaj,Medalja
"1994,Lillehammer,Ice Hockey,Ice Hockey,""HANSSON, Roger"",SWE,Muskarac,Ice Hockey,Zlato"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""JOHANSSON, Roger"",SWE,Muskarac,Ice Hockey,Zlato"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""JONSSON, Jorgen"",SWE,Muskarac,Ice Hockey,Zlato"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""JONSSON, Kenny"",SWE,Muskarac,Ice Hockey,Zlato"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""JONSSON, Tomas"",SWE,Muskarac,Ice Hockey,Zlato"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""JUHLIN, Patrik"",SWE,Muskarac,Ice Hockey,Zlato"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""KJELLBERG, Patric"",SWE,Muskarac,Ice Hockey,Zlato"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""LOOB, Haakan"",SWE,Muskarac,Ice Hockey,Zlato"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""NÄSLUND, Mats"",SWE,Muskarac,Ice Hockey,Zlato"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""ÖRNSKOG, Stefan"",SWE,Muskarac,Ice Hockey,Zlato"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""ROHLIN, Leif"",SWE,Muskarac,Ice Hockey,Zlato"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""RYDMARK, Daniel"",SWE,Muskarac,Ice Hockey,Zlato"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""SALO, Tommy"",SWE,Muskarac,Ice Hockey,Zlato"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""STILLMAN, Fredrik"",SWE,Muskarac,Ice Hockey,Zlato"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""SVENSSON, Magnus"",SWE,Muskarac,Ice Hockey,Zlato"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""ASTLEY, Mark"",CAN,Muskarac,Ice Hockey,Srebro"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""AUCOIN, Adrian"",CAN,Muskarac,Ice Hockey,Srebro"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""HARLOCK, David"",CAN,Muskarac,Ice Hockey,Srebro"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""HIRSCH, Corey"",CAN,Muskarac,Ice Hockey,Srebro"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""HLUSHKO, Todd"",CAN,Muskarac,Ice Hockey,Srebro"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""JOHNSON, Greg"",CAN,Muskarac,Ice Hockey,Srebro"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""JOSEPH, Fabian"",CAN,Muskarac,Ice Hockey,Srebro"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""KARIYA, Paul"",CAN,Muskarac,Ice Hockey,Srebro"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""KONTOS, Chris"",CAN,Muskarac,Ice Hockey,Srebro"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""LEGACE, Manny"",CAN,Muskarac,Ice Hockey,Srebro"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""LOVSIN, Ken"",CAN,Muskarac,Ice Hockey,Srebro"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""MAYER, Derek"",CAN,Muskarac,Ice Hockey,Srebro"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""NEDVED, Peter"",CAN,Muskarac,Ice Hockey,Srebro"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""NORRIS, Dwayne"",CAN,Muskarac,Ice Hockey,Srebro"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""PARKS, Greg"",CAN,Muskarac,Ice Hockey,Srebro"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""ROY, Allain"",CAN,Muskarac,Ice Hockey,Srebro"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""ROY, Jean Yves"",CAN,Muskarac,Ice Hockey,Srebro"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""SAVAGE, Brian"",CAN,Muskarac,Ice Hockey,Srebro"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""SCHLEGEL, Bradley"",CAN,Muskarac,Ice Hockey,Srebro"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""SCHREIBER, Wallace"",CAN,Muskarac,Ice Hockey,Srebro"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""THERIEN, Chris"",CAN,Muskarac,Ice Hockey,Srebro"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""WARRINER, Todd"",CAN,Muskarac,Ice Hockey,Srebro"
"1994,Lillehammer,Ice Hockey,Ice Hockey,""WERENKA, Brad"",CAN,Muskarac,Ice Hockey,Srebro"
"1994,Lillehammer,Luge,Luge,""BEHRENDT, Jan"",GER,Muskarac,Doubles,Bronza"
"1994,Lillehammer,Luge,Luge,""KRAUSSE, Stefan"",GER,Muskarac,Doubles,Bronza"
"1994,Lillehammer,Luge,Luge,""BRUGGER, Kurt"",ITA,Muskarac,Doubles,Zlato"
"1994,Lillehammer,Luge,Luge,""HUBER, Wilfried"",ITA,Muskarac,Doubles,Zlato"
"1994,Lillehammer,Luge,Luge,""HUBER, Norbert"",ITA,Muskarac,Doubles,Srebro"
"1994,Lillehammer,Luge,Luge,""RAFFL, Hansjörg"",ITA,Muskarac,Doubles,Srebro"
"1994,Lillehammer,Luge,Luge,""ZOEGGELER, Armin"",ITA,Muskarac,Singles,Bronza"
"1994,Lillehammer,Luge,Luge,""HACKL, Georg"",GER,Muskarac,Singles,Zlato"
"1994,Lillehammer,Luge,Luge,""PROCK, Markus"",AUT,Muskarac,Singles,Srebro"
"1994,Lillehammer,Luge,Luge,""TAGWERKER, Andrea"",AUT,Zena,Singles,Bronza"
"1994,Lillehammer,Luge,Luge,""WEISSENSTEINER, Gerda"",ITA,Zena,Singles,Zlato"
"1994,Lillehammer,Luge,Luge,""ERDMANN, Susi-Lisa"",GER,Zena,Singles,Srebro"
"1994,Lillehammer,Skating,Figure skating,""DEAN, Christopher"",GBR,Muskarac,Ice Dancing,Bronza"
"1994,Lillehammer,Skating,Figure skating,""TORVILL, Jayne"",GBR,Zena,Ice Dancing,Bronza"
"1994,Lillehammer,Skating,Figure skating,""GRISCHUK, Pasha"",RUS,Zena,Ice Dancing,Zlato"
"1994,Lillehammer,Skating,Figure skating,""PLATOV, Evgeny"",RUS,Muskarac,Ice Dancing,Zlato"
"1994,Lillehammer,Skating,Figure skating,""USOVA, Maya"",RUS,Zena,Ice Dancing,Srebro"
"1994,Lillehammer,Skating,Figure skating,""ZHULIN, Aleksandr"",RUS,Muskarac,Ice Dancing,Srebro"
"1994,Lillehammer,Skating,Figure skating,""CANDELORO, Philippe"",FRA,Muskarac,Individual,Bronza"
"1994,Lillehammer,Skating,Figure skating,""URMANOV, Aleksei"",RUS,Muskarac,Individual,Zlato"
"1994,Lillehammer,Skating,Figure skating,""STOJKO, Elvis"",CAN,Muskarac,Individual,Srebro"
"1994,Lillehammer,Skating,Figure skating,""CHEN, Lu"",CHN,Zena,Individual,Bronza"
"1994,Lillehammer,Skating,Figure skating,""BAIUL, Oksana"",UKR,Zena,Individual,Zlato"
"1994,Lillehammer,Skating,Figure skating,""KERRIGAN, Nancy"",USA,Zena,Individual,Srebro"
"1994,Lillehammer,Skating,Figure skating,""BRASSEUR, Isabelle"",CAN,Zena,Pairs,Bronza"
"1994,Lillehammer,Skating,Figure skating,""EISLER, Lloyd"",CAN,Muskarac,Pairs,Bronza"
"1994,Lillehammer,Skating,Figure skating,""GORDEYEVA, Yekaterina"",RUS,Zena,Pairs,Zlato"
"1994,Lillehammer,Skating,Figure skating,""GRINKOV, Sergey"",RUS,Muskarac,Pairs,Zlato"
"1994,Lillehammer,Skating,Figure skating,""DMITRIYEV, Artur"",RUS,Muskarac,Pairs,Srebro"
"1994,Lillehammer,Skating,Figure skating,""MISHKUTYONOK, Natalya"",RUS,Zena,Pairs,Srebro"
"1994,Lillehammer,Skating,Short Track Speed Skating,""GAGNON, Marc"",CAN,Muskarac,1000M,Bronza"
"1994,Lillehammer,Skating,Short Track Speed Skating,""KIM, Ki-Hoon"",KOR,Muskarac,1000M,Zlato"
"1994,Lillehammer,Skating,Short Track Speed Skating,""CHAE, Ji-Hoon"",KOR,Muskarac,1000M,Srebro"
"1994,Lillehammer,Skating,Short Track Speed Skating,""KIM, So-Hee"",KOR,Zena,1000M,Bronza"
"1994,Lillehammer,Skating,Short Track Speed Skating,""CHUN, Lee-Kyung"",KOR,Zena,1000M,Zlato"
"1994,Lillehammer,Skating,Short Track Speed Skating,""LAMBERT, Nathalie"",CAN,Zena,1000M,Srebro"
"1994,Lillehammer,Skating,Short Track Speed Skating,""CASHMAN, Karen"",USA,Zena,3000M Relay,Bronza"
"1994,Lillehammer,Skating,Short Track Speed Skating,""PETERSON, Amy"",USA,Zena,3000M Relay,Bronza"
"1994,Lillehammer,Skating,Short Track Speed Skating,""SUNDSTROM, Shana"",USA,Zena,3000M Relay,Bronza"
"1994,Lillehammer,Skating,Short Track Speed Skating,""TURNER, Cathy"",USA,Zena,3000M Relay,Bronza"
"1994,Lillehammer,Skating,Short Track Speed Skating,""ZIEGELMEYER, Nikki"",USA,Zena,3000M Relay,Bronza"
"1994,Lillehammer,Skating,Short Track Speed Skating,""CHUN, Lee-Kyung"",KOR,Zena,3000M Relay,Zlato"
"1994,Lillehammer,Skating,Short Track Speed Skating,""KIM, Ryang-Hee"",KOR,Zena,3000M Relay,Zlato"
"1994,Lillehammer,Skating,Short Track Speed Skating,""KIM, So-Hee"",KOR,Zena,3000M Relay,Zlato"
"1994,Lillehammer,Skating,Short Track Speed Skating,""KIM, Yoon-Mi"",KOR,Zena,3000M Relay,Zlato"
"1994,Lillehammer,Skating,Short Track Speed Skating,""WON, Hye-Kyung"",KOR,Zena,3000M Relay,Zlato"
"1994,Lillehammer,Skating,Short Track Speed Skating,""BOUDRIAS, Christine"",CAN,Zena,3000M Relay,Srebro"
"1994,Lillehammer,Skating,Short Track Speed Skating,""CHAREST, Isabelle"",CAN,Zena,3000M Relay,Srebro"
"1994,Lillehammer,Skating,Short Track Speed Skating,""CUTRONE, Angela"",CAN,Zena,3000M Relay,Srebro"
"1994,Lillehammer,Skating,Short Track Speed Skating,""DAIGLE, Sylvie"",CAN,Zena,3000M Relay,Srebro"
"1994,Lillehammer,Skating,Short Track Speed Skating,""LAMBERT, Nathalie"",CAN,Zena,3000M Relay,Srebro"
"1994,Lillehammer,Skating,Short Track Speed Skating,""BRADBURY, Steven"",AUS,Muskarac,5000M Relay,Bronza"
"1994,Lillehammer,Skating,Short Track Speed Skating,""HANSEN, Kieran"",AUS,Muskarac,5000M Relay,Bronza"
"1994,Lillehammer,Skating,Short Track Speed Skating,""MURTHA, Andrew"",AUS,Muskarac,5000M Relay,Bronza"
"1994,Lillehammer,Skating,Short Track Speed Skating,""NIZIELSKI, Richard"",AUS,Muskarac,5000M Relay,Bronza"
"1994,Lillehammer,Skating,Short Track Speed Skating,""CARNINO, Maurizio"",ITA,Muskarac,5000M Relay,Zlato"
"1994,Lillehammer,Skating,Short Track Speed Skating,""CATTANI, Diego"",ITA,Muskarac,5000M Relay,Zlato"
"1994,Lillehammer,Skating,Short Track Speed Skating,""FAGONE, Orazio"",ITA,Muskarac,5000M Relay,Zlato"
"1994,Lillehammer,Skating,Short Track Speed Skating,""HERRNHOF, Hugo"",ITA,Muskarac,5000M Relay,Zlato"
"1994,Lillehammer,Skating,Short Track Speed Skating,""VUILLERMIN, Mirko"",ITA,Muskarac,5000M Relay,Zlato"
"1994,Lillehammer,Skating,Short Track Speed Skating,""BARTZ, Randall"",USA,Muskarac,5000M Relay,Srebro"
"1994,Lillehammer,Skating,Short Track Speed Skating,""COYLE, John"",USA,Muskarac,5000M Relay,Srebro"
"1994,Lillehammer,Skating,Short Track Speed Skating,""FLAIM, Eric"",USA,Muskarac,5000M Relay,Srebro"
"1994,Lillehammer,Skating,Short Track Speed Skating,""GABEL, Andrew"",USA,Muskarac,5000M Relay,Srebro"
"1994,Lillehammer,Skating,Short Track Speed Skating,""GOSKOWICZ, Anthony"",USA,Muskarac,5000M Relay,Srebro"
"1994,Lillehammer,Skating,Short Track Speed Skating,""GOOCH, Nicky"",GBR,Muskarac,500M,Bronza"
"1994,Lillehammer,Skating,Short Track Speed Skating,""CHAE, Ji-Hoon"",KOR,Muskarac,500M,Zlato"
"1994,Lillehammer,Skating,Short Track Speed Skating,""VUILLERMIN, Mirko"",ITA,Muskarac,500M,Srebro"
"1994,Lillehammer,Skating,Short Track Speed Skating,""PETERSON, Amy"",USA,Zena,500M,Bronza"
"1994,Lillehammer,Skating,Short Track Speed Skating,""TURNER, Cathy"",USA,Zena,500M,Zlato"
"1994,Lillehammer,Skating,Short Track Speed Skating,""ZHANG, Yanmei"",CHN,Zena,500M,Srebro"
"1994,Lillehammer,Skating,Speed skating,""VELDKAMP, Bart"",NED,Muskarac,10000M,Bronza"
"1994,Lillehammer,Skating,Speed skating,""KOSS, Johann Olav"",NOR,Muskarac,10000M,Zlato"
"1994,Lillehammer,Skating,Speed skating,""STORELID, Kjell"",NOR,Muskarac,10000M,Srebro"
"1994,Lillehammer,Skating,Speed skating,""KLEVCHENYA, Sergey"",RUS,Muskarac,1000M,Bronza"
"1994,Lillehammer,Skating,Speed skating,""JANSEN, Daniel"",USA,Muskarac,1000M,Zlato"
"1994,Lillehammer,Skating,Speed skating,""ZHELEZOVSKY, Igor"",BLR,Muskarac,1000M,Srebro"
"1994,Lillehammer,Skating,Speed skating,""YE, Qiaobo"",CHN,Zena,1000M,Bronza"
"1994,Lillehammer,Skating,Speed skating,""BLAIR, Bonnie"",USA,Zena,1000M,Zlato"
"1994,Lillehammer,Skating,Speed skating,""BAIER-LOEF, Anke"",GER,Zena,1000M,Srebro"
"1994,Lillehammer,Skating,Speed skating,""ZANDSTRA, Falko"",NED,Muskarac,1500M,Bronza"
"1994,Lillehammer,Skating,Speed skating,""KOSS, Johann Olav"",NOR,Muskarac,1500M,Zlato"
"1994,Lillehammer,Skating,Speed skating,""RITSMA, Rintje"",NED,Muskarac,1500M,Srebro"
"1994,Lillehammer,Skating,Speed skating,""NIEMANN-STIRNEMANN, Gunda"",GER,Zena,1500M,Bronza"
"1994,Lillehammer,Skating,Speed skating,""HUNYADY, Emese"",AUT,Zena,1500M,Zlato"
"1994,Lillehammer,Skating,Speed skating,""FEDOTKINA, Svetlana"",RUS,Zena,1500M,Srebro"
"1994,Lillehammer,Skating,Speed skating,""PECHSTEIN, Claudia"",GER,Zena,3000M,Bronza"
"1994,Lillehammer,Skating,Speed skating,""BAJANOVA, Svetlana"",RUS,Zena,3000M,Zlato"
"1994,Lillehammer,Skating,Speed skating,""HUNYADY, Emese"",AUT,Zena,3000M,Srebro"
"1994,Lillehammer,Skating,Speed skating,""RITSMA, Rintje"",NED,Muskarac,5000M,Bronza"
"1994,Lillehammer,Skating,Speed skating,""KOSS, Johann Olav"",NOR,Muskarac,5000M,Zlato"
"1994,Lillehammer,Skating,Speed skating,""STORELID, Kjell"",NOR,Muskarac,5000M,Srebro"
"1994,Lillehammer,Skating,Speed skating,""YAMAMOTO, Hiromi"",JPN,Zena,5000M,Bronza"
"1994,Lillehammer,Skating,Speed skating,""PECHSTEIN, Claudia"",GER,Zena,5000M,Zlato"
"1994,Lillehammer,Skating,Speed skating,""NIEMANN-STIRNEMANN, Gunda"",GER,Zena,5000M,Srebro"
"1994,Lillehammer,Skating,Speed skating,""HORII, Manabu"",JPN,Muskarac,500M,Bronza"
"1994,Lillehammer,Skating,Speed skating,""GOLUBEV, Aleksandr"",RUS,Muskarac,500M,Zlato"
"1994,Lillehammer,Skating,Speed skating,""KLEVCHENYA, Sergey"",RUS,Muskarac,500M,Srebro"
"1994,Lillehammer,Skating,Speed skating,""SCHENK, Franziska"",GER,Zena,500M,Bronza"
"1994,Lillehammer,Skating,Speed skating,""BLAIR, Bonnie"",USA,Zena,500M,Zlato"
"1994,Lillehammer,Skating,Speed skating,""AUCH, Susan"",CAN,Zena,500M,Srebro"
"1994,Lillehammer,Skiing,Alpine Skiing,""STRAND NILSEN, Harald Chr."",NOR,Muskarac,Alpine Combined,Bronza"
"1994,Lillehammer,Skiing,Alpine Skiing,""KJUS, Lasse"",NOR,Muskarac,Alpine Combined,Zlato"
"1994,Lillehammer,Skiing,Alpine Skiing,""AAMODT, Kjetil Andre"",NOR,Muskarac,Alpine Combined,Srebro"
"1994,Lillehammer,Skiing,Alpine Skiing,""DOVZAN, Alenka"",SLO,Zena,Alpine Combined,Bronza"
"1994,Lillehammer,Skiing,Alpine Skiing,""WIBERG, Pernilla"",SWE,Zena,Alpine Combined,Zlato"
"1994,Lillehammer,Skiing,Alpine Skiing,""SCHNEIDER, Vreni"",SUI,Zena,Alpine Combined,Srebro"
"1994,Lillehammer,Skiing,Alpine Skiing,""PODIVINSKY, Ed"",CAN,Muskarac,Downhill,Bronza"
"1994,Lillehammer,Skiing,Alpine Skiing,""MOE, Thomas"",USA,Muskarac,Downhill,Zlato"
"1994,Lillehammer,Skiing,Alpine Skiing,""AAMODT, Kjetil Andre"",NOR,Muskarac,Downhill,Srebro"
"1994,Lillehammer,Skiing,Alpine Skiing,""KOSTNER, Isolde"",ITA,Zena,Downhill,Bronza"
"1994,Lillehammer,Skiing,Alpine Skiing,""SEIZINGER, Katja"",GER,Zena,Downhill,Zlato"
"1994,Lillehammer,Skiing,Alpine Skiing,""STREET, Picabo"",USA,Zena,Downhill,Srebro"
"1994,Lillehammer,Skiing,Alpine Skiing,""MAYER, Christian"",AUT,Muskarac,Giant Slalom,Bronza"
"1994,Lillehammer,Skiing,Alpine Skiing,""WASMEIER, Markus"",GER,Muskarac,Giant Slalom,Zlato"
"1994,Lillehammer,Skiing,Alpine Skiing,""KAELIN, Urs"",SUI,Muskarac,Giant Slalom,Srebro"
"1994,Lillehammer,Skiing,Alpine Skiing,""SCHNEIDER, Vreni"",SUI,Zena,Giant Slalom,Bronza"
"1994,Lillehammer,Skiing,Alpine Skiing,""COMPAGNONI, Deborah"",ITA,Zena,Giant Slalom,Zlato"
"1994,Lillehammer,Skiing,Alpine Skiing,""ERTL, Martina"",GER,Zena,Giant Slalom,Srebro"
"1994,Lillehammer,Skiing,Alpine Skiing,""KOSIR, Jure"",SLO,Muskarac,Slalom,Bronza"
"1994,Lillehammer,Skiing,Alpine Skiing,""STANGASSINGER, Thomas"",AUT,Muskarac,Slalom,Zlato"
"1994,Lillehammer,Skiing,Alpine Skiing,""TOMBA, Alberto"",ITA,Muskarac,Slalom,Srebro"
"1994,Lillehammer,Skiing,Alpine Skiing,""KOREN, Katja"",SLO,Zena,Slalom,Bronza"
"1994,Lillehammer,Skiing,Alpine Skiing,""SCHNEIDER, Vreni"",SUI,Zena,Slalom,Zlato"
"1994,Lillehammer,Skiing,Alpine Skiing,""EDER, Elfriede"",AUT,Zena,Slalom,Srebro"
"1994,Lillehammer,Skiing,Alpine Skiing,""AAMODT, Kjetil Andre"",NOR,Muskarac,Super-G,Bronza"
"1994,Lillehammer,Skiing,Alpine Skiing,""WASMEIER, Markus"",GER,Muskarac,Super-G,Zlato"
"1994,Lillehammer,Skiing,Alpine Skiing,""MOE, Thomas"",USA,Muskarac,Super-G,Srebro"
"1994,Lillehammer,Skiing,Alpine Skiing,""KOSTNER, Isolde"",ITA,Zena,Super-G,Bronza"
"1994,Lillehammer,Skiing,Alpine Skiing,""ROFFE, Diann"",USA,Zena,Super-G,Zlato"
"1994,Lillehammer,Skiing,Alpine Skiing,""GLADISHEVA, Svetlana"",RUS,Zena,Super-G,Srebro"
"1994,Lillehammer,Skiing,Cross Country Skiing,""ALBARELLO, Marco"",ITA,Muskarac,10KM Pursuit,Bronza"
"1994,Lillehammer,Skiing,Cross Country Skiing,""DAEHLIE, Björn"",NOR,Muskarac,10KM Pursuit,Zlato"
"1994,Lillehammer,Skiing,Cross Country Skiing,""SMIRNOV, Vladimir"",KAZ,Muskarac,10KM Pursuit,Srebro"
"1994,Lillehammer,Skiing,Cross Country Skiing,""GAVRILJUK, Nina"",RUS,Zena,15KM Mass Start,Bronza"
"1994,Lillehammer,Skiing,Cross Country Skiing,""DI CENTA, Manuela"",ITA,Zena,15KM Mass Start,Zlato"
"1994,Lillehammer,Skiing,Cross Country Skiing,""EGOROVA, Ljubov"",RUS,Zena,15KM Mass Start,Srebro"
"1994,Lillehammer,Skiing,Cross Country Skiing,""KIRVESNIEMI, Marja-Liisa"",FIN,Zena,30KM,Bronza"
"1994,Lillehammer,Skiing,Cross Country Skiing,""DI CENTA, Manuela"",ITA,Zena,30KM,Zlato"
"1994,Lillehammer,Skiing,Cross Country Skiing,""MIKKELSPLASS, Marit"",NOR,Zena,30KM,Srebro"
"1994,Lillehammer,Skiing,Cross Country Skiing,""MYLLYLAE, Mika"",FIN,Muskarac,30KM Mass Start,Bronza"
"1994,Lillehammer,Skiing,Cross Country Skiing,""ALSGAARD, Thomas"",NOR,Muskarac,30KM Mass Start,Zlato"
"1994,Lillehammer,Skiing,Cross Country Skiing,""DAEHLIE, Björn"",NOR,Muskarac,30KM Mass Start,Srebro"
"1994,Lillehammer,Skiing,Cross Country Skiing,""ISOMETSA, Jari"",FIN,Muskarac,4X10KM Relay,Bronza"
"1994,Lillehammer,Skiing,Cross Country Skiing,""KIRVESNIEMI, Harri"",FIN,Muskarac,4X10KM Relay,Bronza"
"1994,Lillehammer,Skiing,Cross Country Skiing,""MYLLYLAE, Mika"",FIN,Muskarac,4X10KM Relay,Bronza"
"1994,Lillehammer,Skiing,Cross Country Skiing,""RAESAENEN, Jari"",FIN,Muskarac,4X10KM Relay,Bronza"
"1994,Lillehammer,Skiing,Cross Country Skiing,""ALBARELLO, Marco"",ITA,Muskarac,4X10KM Relay,Zlato"
"1994,Lillehammer,Skiing,Cross Country Skiing,""DE ZOLT, Maurilio"",ITA,Muskarac,4X10KM Relay,Zlato"
"1994,Lillehammer,Skiing,Cross Country Skiing,""FAUNER, Silvio"",ITA,Muskarac,4X10KM Relay,Zlato"
"1994,Lillehammer,Skiing,Cross Country Skiing,""VANZETTA, Giorgio"",ITA,Muskarac,4X10KM Relay,Zlato"
"1994,Lillehammer,Skiing,Cross Country Skiing,""ALSGAARD, Thomas"",NOR,Muskarac,4X10KM Relay,Srebro"
"1994,Lillehammer,Skiing,Cross Country Skiing,""DAEHLIE, Björn"",NOR,Muskarac,4X10KM Relay,Srebro"
"1994,Lillehammer,Skiing,Cross Country Skiing,""SIVERTSEN, Sture"",NOR,Muskarac,4X10KM Relay,Srebro"
"1994,Lillehammer,Skiing,Cross Country Skiing,""ULVANG, Vegard"",NOR,Muskarac,4X10KM Relay,Srebro"
"1994,Lillehammer,Skiing,Cross Country Skiing,""BELMONDO, Stefania"",ITA,Zena,4X5KM Relay,Bronza"
"1994,Lillehammer,Skiing,Cross Country Skiing,""DI CENTA, Manuela"",ITA,Zena,4X5KM Relay,Bronza"
"1994,Lillehammer,Skiing,Cross Country Skiing,""PARUZZI, Gabriella"",ITA,Zena,4X5KM Relay,Bronza"
"1994,Lillehammer,Skiing,Cross Country Skiing,""VANZETTA, Bice"",ITA,Zena,4X5KM Relay,Bronza"
"1994,Lillehammer,Skiing,Cross Country Skiing,""EGOROVA, Ljubov"",RUS,Zena,4X5KM Relay,Zlato"
"1994,Lillehammer,Skiing,Cross Country Skiing,""GAVRILJUK, Nina"",RUS,Zena,4X5KM Relay,Zlato"
"1994,Lillehammer,Skiing,Cross Country Skiing,""LAZUTINA, Larissa"",RUS,Zena,4X5KM Relay,Zlato"
"1994,Lillehammer,Skiing,Cross Country Skiing,""VAELBE, Elena"",RUS,Zena,4X5KM Relay,Zlato"
"1994,Lillehammer,Skiing,Cross Country Skiing,""DYBENDAHL HARTZ, Trude"",NOR,Zena,4X5KM Relay,Srebro"
"1994,Lillehammer,Skiing,Cross Country Skiing,""MOEN, Anita"",NOR,Zena,4X5KM Relay,Srebro"
"1994,Lillehammer,Skiing,Cross Country Skiing,""NILSEN, Elin"",NOR,Zena,4X5KM Relay,Srebro"
"1994,Lillehammer,Skiing,Cross Country Skiing,""NYBRAATEN, Inger Helene"",NOR,Zena,4X5KM Relay,Srebro"
"1994,Lillehammer,Skiing,Cross Country Skiing,""SIVERTSEN, Sture"",NOR,Muskarac,50KM,Bronza"
"1994,Lillehammer,Skiing,Cross Country Skiing,""SMIRNOV, Vladimir"",KAZ,Muskarac,50KM,Zlato"
"1994,Lillehammer,Skiing,Cross Country Skiing,""MYLLYLAE, Mika"",FIN,Muskarac,50KM,Srebro"
"1994,Lillehammer,Skiing,Cross Country Skiing,""KIRVESNIEMI, Marja-Liisa"",FIN,Zena,5KM,Bronza"
"1994,Lillehammer,Skiing,Cross Country Skiing,""EGOROVA, Ljubov"",RUS,Zena,5KM,Zlato"
"1994,Lillehammer,Skiing,Cross Country Skiing,""DI CENTA, Manuela"",ITA,Zena,5KM,Srebro"
"1994,Lillehammer,Skiing,Cross Country Skiing,""FAUNER, Silvio"",ITA,Muskarac,Combined 10KM + 15KM Pursuit,Bronza"
"1994,Lillehammer,Skiing,Cross Country Skiing,""DAEHLIE, Björn"",NOR,Muskarac,Combined 10KM + 15KM Pursuit,Zlato"
"1994,Lillehammer,Skiing,Cross Country Skiing,""SMIRNOV, Vladimir"",KAZ,Muskarac,Combined 10KM + 15KM Pursuit,Srebro"
"1994,Lillehammer,Skiing,Cross Country Skiing,""BELMONDO, Stefania"",ITA,Zena,Combined 5KM + 10KM Pursuit,Bronza"
"1994,Lillehammer,Skiing,Cross Country Skiing,""EGOROVA, Ljubov"",RUS,Zena,Combined 5KM + 10KM Pursuit,Zlato"
"1994,Lillehammer,Skiing,Cross Country Skiing,""DI CENTA, Manuela"",ITA,Zena,Combined 5KM + 10KM Pursuit,Srebro"
"1994,Lillehammer,Skiing,Freestyle Skiing,""LANGLOIS, Lloyd"",CAN,Muskarac,Aerials,Bronza"
"1994,Lillehammer,Skiing,Freestyle Skiing,""SCHÖNBÄCHLER, Andreas"",SUI,Muskarac,Aerials,Zlato"
"1994,Lillehammer,Skiing,Freestyle Skiing,""LAROCHE, Philippe"",CAN,Muskarac,Aerials,Srebro"
"1994,Lillehammer,Skiing,Freestyle Skiing,""LID, Hilde Synnove"",NOR,Zena,Aerials,Bronza"
"1994,Lillehammer,Skiing,Freestyle Skiing,""CHERYAZOVA, Lina"",UZB,Zena,Aerials,Zlato"
"1994,Lillehammer,Skiing,Freestyle Skiing,""LINDGREN, Marie"",SWE,Zena,Aerials,Srebro"
"1994,Lillehammer,Skiing,Freestyle Skiing,""GROSPIRON, Edgar"",FRA,Muskarac,Moguls,Bronza"
"1994,Lillehammer,Skiing,Freestyle Skiing,""BRASSARD, Jean-Luc"",CAN,Muskarac,Moguls,Zlato"
"1994,Lillehammer,Skiing,Freestyle Skiing,""SHUPLETSOV, Sergei"",RUS,Muskarac,Moguls,Srebro"
"1994,Lillehammer,Skiing,Freestyle Skiing,""KOZHEVNIKOVA, Yelizaveta"",RUS,Zena,Moguls,Bronza"
"1994,Lillehammer,Skiing,Freestyle Skiing,""HATTESTAD, Stine Lise"",NOR,Zena,Moguls,Zlato"
"1994,Lillehammer,Skiing,Freestyle Skiing,""MCINTYRE, Elizabeth"",USA,Zena,Moguls,Srebro"
"1994,Lillehammer,Skiing,Nordic Combined,""VIK, Bjarte Engen"",NOR,Muskarac,Individual,Bronza"
